
> gmstore@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.1:3000
- Environments: .env.local, .env
 GET /api/products/best-sellers 200 in 88ms (next.js: 8ms, application-code: 81ms)
 GET /api/products?discount=true&limit=10 200 in 143ms (next.js: 21ms, application-code: 122ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 79ms (next.js: 20ms, application-code: 59ms)
 GET /api/banners 200 in 46ms (next.js: 20ms, application-code: 25ms)
 GET /api/categories 200 in 51ms (next.js: 19ms, application-code: 32ms)
 GET /api/products?featured=true&limit=10 200 in 85ms (next.js: 18ms, application-code: 67ms)
 GET /api/products/jewel-99-1781403890453 200 in 109ms (next.js: 13ms, application-code: 97ms)
 GET /api/products?discount=true&limit=10 200 in 110ms (next.js: 8ms, application-code: 102ms)
 GET /api/products/best-sellers 200 in 88ms (next.js: 20ms, application-code: 67ms)
 GET /api/banners 200 in 52ms (next.js: 16ms, application-code: 36ms)
 GET /api/categories 200 in 37ms (next.js: 9ms, application-code: 29ms)
 GET /api/favorites 401 in 29ms (next.js: 18ms, application-code: 11ms)
 GET /api/products?featured=true&limit=10 200 in 115ms (next.js: 20ms, application-code: 95ms)
 GET /api/products/best-sellers 200 in 87ms (next.js: 19ms, application-code: 68ms)
 GET /api/products?discount=true&limit=10 200 in 106ms (next.js: 10ms, application-code: 97ms)
 GET /api/banners 200 in 45ms (next.js: 23ms, application-code: 22ms)
 GET /api/categories 200 in 52ms (next.js: 20ms, application-code: 32ms)
 GET /api/products?featured=true&limit=10 200 in 106ms (next.js: 27ms, application-code: 79ms)
 GET /api/products?discount=true&limit=10 200 in 104ms (next.js: 27ms, application-code: 77ms)
 GET /api/products/best-sellers 200 in 89ms (next.js: 20ms, application-code: 69ms)
 GET /api/categories 200 in 65ms (next.js: 24ms, application-code: 41ms)
 GET /api/favorites 401 in 29ms (next.js: 14ms, application-code: 14ms)
